x,y
-0.254,0.488
0.078,0.478
-0.376,0.3799999999999999
0.6299999999999999,-0.428
0.4599999999999999,-0.832
-0.734,-0.852
0.2179999999999999,-0.8280000000000001
-0.17,-0.628
0.1659999999999999,0.4239999999999999
-0.258,0.5660000000000001
0.1679999999999999,0.6519999999999999
0.4199999999999999,-0.798
-0.126,-0.87
0.74,0.522
-0.6719999999999999,0.792
0.3400000000000001,-0.8
-0.5800000000000001,0.8720000000000001
-0.554,0.4259999999999999
-0.054,0.6539999999999999
-0.368,-0.5720000000000001
-0.0859999999999999,0.3779999999999999
0.328,0.326
0.328,-0.5740000000000001
0.6559999999999999,-0.426
0.6060000000000001,-0.792
0.4159999999999999,0.728
-0.0859999999999999,0.4219999999999999
0.484,-0.43
-0.484,-0.5700000000000001
0.2079999999999999,0.6579999999999999
-0.176,-0.872
-0.436,0.8680000000000001
0.1819999999999999,-0.83
-0.554,-0.526
0.6100000000000001,-0.852
0.2099999999999999,-0.39
-0.536,-0.83
-0.618,0.8500000000000001
-0.778,0.6200000000000001
0.6279999999999999,-0.382
-0.178,0.694
0.56,0.728
-0.734,0.792
-0.13,0.4219999999999999
-0.598,0.5640000000000001
0.4099999999999999,0.474
-0.126,0.2199999999999999
-0.64,0.732
0.498,-0.77
0.74,-0.528
0.08,0.3819999999999999
-0.628,0.482
0.716,-0.48
-0.3319999999999999,0.3799999999999999
-0.536,0.732
-0.692,0.5660000000000001
0.534,-0.738
0.6000000000000001,-0.732
0.6299999999999999,0.688
0.3879999999999999,-0.85
0.2059999999999999,-0.5720000000000001
-0.522,-0.616
0.55,0.4179999999999999
-0.294,0.4259999999999999
0.1339999999999999,-0.852
-0.6759999999999999,0.8260000000000001
-0.0879999999999999,0.726
0.326,-0.388
0.508,-0.872
0.054,-0.622
-0.254,0.3839999999999999
0.246,0.4259999999999999
0.4559999999999999,-0.77
0.2059999999999999,0.4239999999999999
0.3480000000000001,-0.874
-0.642,-0.852
0.522,-0.43
-0.2079999999999999,-0.626
0.296,-0.426
0.302,-0.74
0.4419999999999999,0.4179999999999999
-0.3319999999999999,-0.616
-0.3,0.692
0.054,-0.8280000000000001
-0.6699999999999999,-0.85
-0.126,0.3799999999999999
0.248,0.3799999999999999
-0.724,0.6180000000000001
0.4119999999999999,-0.5720000000000001
-0.518,0.4259999999999999
-0.2039999999999999,-0.532
-0.046,-0.848
0.056,-0.85
0.696,0.732
-0.412,0.3799999999999999
0.33,0.6559999999999999
-0.4439999999999999,-0.53
0.4579999999999999,-0.798
0.3680000000000001,0.474
0.2079999999999999,0.728
-0.486,0.3839999999999999
0.8,-0.792
0.6619999999999999,0.73
-0.0839999999999999,-0.872
-0.4439999999999999,-0.5700000000000001
-0.42,0.69
0.1839999999999999,-0.874
0.4499999999999999,-0.5700000000000001
0.748,0.73
-0.488,0.5660000000000001
0.4479999999999999,-0.428
0.5700000000000001,-0.8260000000000001
-0.126,-0.77
0.694,-0.732
-0.486,0.4279999999999999
-0.6679999999999999,0.732
-0.552,-0.618
-0.486,-0.53
0.078,0.4239999999999999
-0.248,-0.532
0.29,0.6539999999999999
-0.2119999999999999,-0.874
-0.528,0.5680000000000001
-0.47,0.8700000000000001
-0.5660000000000001,0.732
0.536,-0.796
-0.5,-0.85
0.1240000000000001,0.73
-0.0779999999999999,-0.5700000000000001
0.328,-0.3339999999999999
-0.3339999999999999,0.5680000000000001
0.6220000000000001,0.4179999999999999
0.558,0.69
-0.722,0.526
